s172,23,Wednesday,16:00-17:20,361,"UrbanIXD :: Designing Human Interactions In The Networked City"
s154,23,Tuesday,11:00-12:20,241,"UX Management:  Current and Future Trends"
s114,21,Monday,11:00-12:20,253,"Six Steps to Successful UX in an Agile World"
s170,21,Tuesday,16:00-17:20,362/363,"SIG: NVI (Non-Visual Interaction)"
s167,19,Wednesday,14:00-15:20,361,"Automotive User Interface Research Moves into Fast Lane"
s175,18,Wednesday,11:00-12:20,362/363,"On Top of the User Experience Wave â€“ How is Our Work Changing?"
s106,18,Wednesday,14:00-15:20,252A,"Interaction Design for Social Development 1/2"
s107,18,Wednesday,16:00-17:20,252A,"Interaction Design for Social Development 2/2"
s134,18,Tuesday,16:00-17:20,243,"Practical Statistics for User Experience Part II 2/2"
s133,18,Tuesday,14:00-15:20,243,"Practical Statistics for User Experience Part II 1/2"
s155,18,Thursday,11:00-12:20,241,"We Need to Talk: HCI and the Delicate Topic of Spoken Language Interaction"
s128,17,Wednesday,09:00-10:20,243,"The Past 100 Years of the Future: CHI/HCI/UX in Sci-Fi Movies and Television 1/2"
s129,17,Wednesday,11:00-12:20,243,"The Past 100 Years of the Future: CHI/HCI/UX in Sci-Fi Movies and Television 2/2"
s130,17,Monday,11:00-12:20,243,"User Interface Design and Adaptation for Multi-Device Environments"
s169,17,Tuesday,16:00-17:20,361,"HCI with Sports"
s166,17,Thursday,14:00-15:20,362/363,"Visions and Visioning in CHI: CHI 2013 Special Interest Group Meeting"
s164,16,Tuesday,11:00-12:20,361,"Research-Practice Interaction: Building Bridges, Closing the Gap"
s173,16,Thursday,11:00-12:20,362/363,"Science vs. Science: the Complexities of Interdisciplinary Research"
s160,16,Monday,16:00-17:20,241,"Leveraging the Progress of Women in the HCI Field to Address the Diversity Chasm"
s143,16,Tuesday,14:00-15:20,343,"Make This! Introduction to Electronics Prototyping Using Arduino 1/2"
s144,16,Tuesday,16:00-17:20,343,"Make This! Introduction to Electronics Prototyping Using Arduino 2/2"
s157,16,Thursday,14:00-15:20,241,"The Future of HCI Publishing in Journals and Books"
s179,15,Tuesday,11:00-12:20,362/363,"Digital Art: Challenging Perspectives"
s162,15,Wednesday,14:00-15:20,362/363,"SIG NIME: Music, Technology, and Human-Computer Interaction"
s153,15,Monday,11:00-12:20,241,"Call All Game Changers: BYOD (Bring Your Own Disruption)"
s180,14,Tuesday,14:00-15:20,362/363,"Changing Perspectives on Sustainability: Healthy Debate or Divisive Factions?"
s137,14,Monday,14:00-15:20,252A,"Speech-based Interaction: Myths, Challenges, and Opportunities 1/2"
s138,14,Monday,16:00-17:20,252A,"Speech-based Interaction: Myths, Challenges, and Opportunities 2/2"
s102,13,Thursday,11:00-12:20,243,"Designing What to Design: A Task-Focused Conceptual Model 1/2"
s103,13,Thursday,14:00-15:20,243,"Designing What to Design: A Task-Focused Conceptual Model 2/2"
s116,13,Tuesday,16:00-17:20,253,"Expert Reviews â€“ For Experts 2/2"
s115,13,Tuesday,14:00-15:20,253,"Expert Reviews â€“ For Experts 1/2"
s104,12,Wednesday,14:00-15:20,243,"Empirical Research Methods for Human-Computer Interaction 1/2"
s105,12,Wednesday,16:00-17:20,243,"Empirical Research Methods for Human-Computer Interaction 2/2"
s178,11,Tuesday,14:00-15:20,361,"Managing UX Teams"
s171,10,Wednesday,09:00-10:20,362/363,"HCI for Peace Ideathon"
s111,9,Monday,16:00-17:20,253,"Agile User Experience and UCD 2/2"
s113,9,Wednesday,11:00-12:20,253,"Interactive Walking in Virtual Environments 2/2"
s112,9,Wednesday,09:00-10:20,253,"Interactive Walking in Virtual Environments 1/2"
s110,9,Monday,14:00-15:20,253,"Agile User Experience and UCD 1/2"
s168,9,Wednesday,16:00-17:20,362/363,"CHI 2013 Human Work Interaction Design (HWID) SIG: Past History and Future Challenges"
s146,8,Wednesday,16:00-17:20,253,"Designing Augmented Reality Experiences 2/2"
s122,8,Wednesday,14:00-15:20,343,"Designing with and for Children in the 21st Century: Techniques and Practices 2/3"
s123,8,Wednesday,11:00-12:20,343,"Designing with and for Children in the 21st Century: Techniques and Practices 3/3"
s121,8,Wednesday,09:00-10:20,343,"Designing with and for Children in the 21st Century: Techniques and Practices 1/3"
s131,8,Tuesday,09:00-10:20,343,"Cognitive Crash Dummies: Predicting Performance from Early Prototypes 1/2"
s132,8,Tuesday,11:00-12:20,343,"Cognitive Crash Dummies: Predicting Performance from Early Prototypes 2/2"
s165,8,Monday,11:00-12:20,361,"Designing Interactive Secure System: CHI 2013 Special Interest Group"
s145,8,Wednesday,14:00-15:20,253,"Designing Augmented Reality Experiences 1/2"
s135,7,Tuesday,09:00-10:20,252A,"Analyzing Social Media Data 1/2"
s136,7,Tuesday,11:00-12:20,252A,"Analyzing Social Media Data 2/2"
s147,6,Tuesday,09:00-10:20,253,"Choice and Decision Making for HCI 1/2"
s177,6,Monday,16:00-17:20,362/363,"Enhancing the Research Infrastructure for Child-Computer Interaction"
s118,6,Thursday,14:00-15:20,253,"HTML5 Game Development 2/2"
s117,6,Thursday,11:00-12:20,253,"HTML5 Game Development 1/2"
s148,6,Tuesday,11:00-12:20,253,"Choice and Decision Making for HCI 2/2"
s119,5,Thursday,11:00-12:20,361,"Designing Search Usability 1/2"
s120,5,Thursday,14:00-15:20,361,"Designing Search Usability 2/2"
s139,5,Monday,11:00-12:20,343,"Rapid Design Labsâ€”A Tool to Turbocharge Design-Led Innovation 1/3"
s140,5,Monday,14:00-15:20,343,"Rapid Design Labsâ€”A Tool to Turbocharge Design-Led Innovation 2/3"
s141,5,Monday,16:00-17:20,343,"Rapid Design Labsâ€”A Tool to Turbocharge Design-Led Innovation 3/3"
s142,5,Monday,11:00-12:20,252A,"Body, Whys & Videotape: Applying Somatic Techniques to User Experience in HCI"
s108,4,Tuesday,14:00-15:20,252A,"Card Sorting for Navigation Design 1/2"
s109,4,Tuesday,16:00-17:20,252A,"Card Sorting for Navigation Design 2/2"
s320,0,Wednesday,16:00-17:20,221/221M,"Birds of a feather - session 11"
s321,0,Thursday,11:00-12:20,221/221M,"Birds of a feather - session 12"
s322,0,Thursday,14:00-15:20,221/221M,"Birds of a feather - session 13"
s325,0,Wednesday,11:00-12:20,251,"Interacting with CHI"
s306,0,Wednesday,14:00-15:20,251,"Student Design Competition"
s307,0,Wednesday,16:00-17:20,251,"Student Game Competition"
s305,0,Wednesday,11:00-12:20,252A,"Student Research Competition"
s302,0,Tuesday,14:00-15:20,Havane,"Social Impact Award"
s300,0,Monday,11:00-12:20,Bordeaux,"Lifetime Research Award"
s301,0,Wednesday,14:00-15:20,Bordeaux,"Lifetime Practice Award"
s319,0,Wednesday,14:00-15:20,221/221M,"Birds of a feather - session 10"
s318,0,Wednesday,11:00-12:20,221/221M,"Birds of a feather - session 9"
s315,0,Tuesday,14:00-15:20,221/221M,"Birds of a feather - session 6"
s313,0,Tuesday,09:00-10:20,221/221M,"Birds of a feather - session 4"
s316,0,Tuesday,16:00-17:20,221/221M,"Birds of a feather - session 7"
s312,0,Monday,16:00-17:20,221/221M,"Birds of a feather - session 3"
s314,0,Tuesday,11:00-12:20,221/221M,"Birds of a feather - session 5"
s317,0,Wednesday,09:00-10:20,221/221M,"Birds of a feather - session 8"
s311,0,Monday,14:00-15:20,221/221M,"Birds of a feather - session 2"
s310,0,Monday,11:00-12:20,221/221M,"Birds of a feather - session 1"
